,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
90,OnePlus Watch,TRUE,TRUE,TRUE,FALSE,"2021, March 23","Available. Released 2021, April 14",46.4 x 46.4 x 10.9 mm (1.83 x 1.83 x 0.43 in),45 g (1.59 oz),"Glass front, stainless steel frame, plastic back",No,"IP68 dust/water resistant (up to 1.5m for 30 min)
Waterproof (5ATM)
Compatible with standard 22mm straps",AMOLED,1.39 inches,454 x 454 pixels (~326 ppi density),,Always-on display,Proprietary OS,,,,No,4GB 1GB RAM,No,,,,,,Yes,No,No,"5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",No,No,No,"Accelerometer, gyro, barometer, compass, heart rate, SpO2","Li-Ion 402 mAh, non-removable",,,"Midnight Black, Moonlight Silver, Cobalt, Harry Potter Edition",,,,About 190 EUR,,,"334,867 hits",
91,OnePlus Nord N10 5G,TRUE,TRUE,TRUE,TRUE,"2020, October 26","Available. Released 2020, November 21",163 x 74.7 x 9 mm (6.42 x 2.94 x 0.35 in),190 g (6.70 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz","6.49 inches, 101.7 cm2 (~83.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~406 ppi density)",Corning Gorilla Glass 3,,"Android 10, OxygenOS 10.5",Qualcomm SM6350 Snapdragon 690 5G (8 nm),Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver),Adreno 619L,microSDXC,128GB 6GB RAM,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.3, 119˚ (ultrawide)
2 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps; gyro-EIS","16 MP, f/2.1",HDR,"1080p@30/60fps, gyro-EIS","Yes, with dual speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1+L5), GLONASS, GALILEO, BDS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable",30W wired,,Midnight Ice,"BE2029, BE2025, BE2026, BE2028",,,$ 114.00 / C$ 319.99,"
AnTuTu: 279579 (v8)
GeekBench: 1848 (v5.1)
GFXBench: 13fps (ES 3.1 onscreen)",Endurance rating 99h,"3,423,732 hits",3.5
92,OnePlus Nord N100,TRUE,TRUE,TRUE,FALSE,"2020, October 26","Available. Released 2020, November 11",164.9 x 75.1 x 8.5 mm (6.49 x 2.96 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 3), plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD, 90Hz","6.52 inches, 102.6 cm2 (~82.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",Corning Gorilla Glass 3,,"Android 10, OxygenOS 10.5.9",Qualcomm SM4250 Snapdragon 460 (11 nm),Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240),Adreno 610,microSDXC,64GB 4GB RAM,"13 MP, f/2.2, (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","8 MP, f/2.0",HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable",18W wired,,Midnight Frost,"BE2013, BE2015, BE2011, BE2012",,,$ 126.66 / C$ 217.99 / £ 290.00,,,"1,801,944 hits",
93,OnePlus 8T,TRUE,TRUE,TRUE,TRUE,"2020, October 14","Available. Released 2020, October 16",160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 120Hz, HDR10+","6.55 inches, 103.6 cm2 (~87.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 11, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (monochrome)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer (market dependant)","Li-Po 4500 mAh, non-removable","65W wired, 100% in 39 min (advertised)",,"Aquamarine Green, Lunar Silver, Cyberpunk 2077 Edition","KB2001, KB2000, KB2003, KB2005",,,$ 294.80 / C$ 799.00 / £ 299.99 / € 599.00,"
AnTuTu: 586000 (v8)
GeekBench: 3126 (v5.1)
GFXBench: 46fps (ES 3.1 onscreen)",Endurance rating 104h,"4,447,476 hits",4.2
94,OnePlus 8T+ 5G,TRUE,TRUE,TRUE,TRUE,"2020, October 14","Available. Released 2020, October 16",160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in),-,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"IP68 dust/water resistant (not for use underwater, liquid damage is not covered under warranty)","Fluid AMOLED, 120Hz, HDR10+","6.55 inches, 103.6 cm2 (~87.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,Always-on display,"Android 11, OxygenOS 11",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,256GB 12GB RAM,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm
5 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer (market dependant)","Li-Po 4500 mAh, non-removable","65W wired, 100% in 39 min (advertised)",,"Aquamarine Green, Lunar Silver",KB2007,,,About 640 EUR,,,"878,541 hits",
95,OnePlus Nord,TRUE,TRUE,TRUE,TRUE,"2020, July 21","Available. Released 2020, August 04",158.3 x 73.3 x 8.2 mm (6.23 x 2.89 x 0.32 in),184 g (6.49 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.44 inches, 100.6 cm2 (~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)",Corning Gorilla Glass 5,,"Android 10, upgradable to Android 12, OxygenOS 12",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,No,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
8 MP, f/2.3, 119˚ (ultrawide)
5 MP, f/2.4, (depth)
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps, gyro-EIS","32 MP, f/2.5, (wide), 1/2.8"", 0.8µm
8 MP, f/2.5, 105˚ (ultrawide), 1/4.0"", 1.12µm",HDR,"4K@30/60fps, 1080p@30/60fps",Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a), NavIC",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4115 mAh, non-removable","30W wired, 70% in 30 min",,"Blue Marble, Gray Onyx (Gray Ash)","AC2001, AC2003",,,$ 319.00 / C$ 785.00 / £ 299.97 / € 359.99,"
AnTuTu: 315641 (v8)
GeekBench: 7844 (v4.4), 1953 (v5.1)
GFXBench: 19fps (ES 3.1 onscreen)",Endurance rating 100h,"7,026,349 hits",3.8
96,OnePlus 8 Pro,TRUE,TRUE,TRUE,TRUE,"2020, April 14","Available. Released 2020, April 21",165.3 x 74.4 x 8.5 mm (6.51 x 2.93 x 0.33 in),199 g (7.02 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant,"Fluid AMOLED, 1B colors, 120Hz, HDR10+","6.78 inches, 111.7 cm2 (~90.8% screen-to-body ratio)",1440 x 3168 pixels (~513 ppi density),Corning Gorilla Glass 5,,"Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 25mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS
8 MP, f/2.4, (telephoto), 1/1.0µm, PDAF, OIS, 3x optical zoom
48 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, (Color filter camera)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.5, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4510 mAh, non-removable","30W wired, 50% in 23 min (advertised)
30W wireless, 50% in 30 min (advertised)
3W reverse wireless",,"Glacial Green, Ultramarine Blue, Onyx Black","IN2023, IN2020, IN2021, IN2025",,,"$ 361.20 / C$ 1,268.82 / £ 410.00 / € 1,199.99","
AnTuTu: 573276 (v8)
GeekBench: 3374 (v5.1)
GFXBench: 24fps (ES 3.1 onscreen)",Endurance rating 103h,"6,396,983 hits",4.3
97,OnePlus 8,TRUE,TRUE,TRUE,TRUE,"2020, April 14","Available. Released 2020, April 21",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 10, upgradable to Android 13, OxygenOS 13",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
16 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/3.6"", 1.0µm
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.4, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable","30W wired, 50% in 22 min (advertised)",,"Onyx Black, Glacial Green, Interstellar Glow, Polar Silver","IN2013, IN2017, IN2010, IN2019",,,$ 759.00,"
AnTuTu: 564708 (v8)
GeekBench: 13291 (v4.4), 3399 (v5.1)
GFXBench: 46fps (ES 3.1 onscreen)",Endurance rating 108h,"3,774,047 hits",4
98,OnePlus 8 5G UW (Verizon),TRUE,TRUE,TRUE,TRUE,"2020, April 14","Available. Released 2020, April 29",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front, glass back (Gorilla Glass 5), aluminum frame",Pre-installed Nano-SIM,IP68 dust/water resistant (up to 2m for 60 min),"Fluid AMOLED, 90Hz, HDR10+","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",,,"Android 10, OxygenOS 10.0",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,128GB 8GB RAM,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
16 MP, f/2.2, 14mm, 116˚ (ultrawide)
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable","30W wired, 50% in 22 min (advertised)",,"Onyx Black, Polar Silver",,1.10 W/kg (head)     1.10 W/kg (body)     ,,About 740 EUR,,,"393,688 hits",
99,OnePlus 8 5G (T-Mobile),TRUE,TRUE,TRUE,TRUE,"2020, April 14","Available. Released 2020, April 29",160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in),180 g (6.35 oz),"Glass front, glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"IP68 dust/water resistant (not for use underwater, liquid damage is not covered under warranty)","Fluid AMOLED, 90Hz, HDR10+","6.55 inches, 103.6 cm2 (~88.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",,,"Android 10, OxygenOS 10.0",Qualcomm SM8250 Snapdragon 865 5G (7 nm+),Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55),Adreno 650,No,128GB 8GB RAM,"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
16 MP, f/2.2, 14mm, 116˚ (ultrawide)
2 MP, f/2.4, (macro)","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable","30W wired, 50% in 22 min (advertised)",,"Onyx Black, Interstellar Glow",,1.10 W/kg (head)     1.10 W/kg (body)     ,,About 650 EUR,,,"388,596 hits",
100,OnePlus 7T Pro 5G McLaren,TRUE,TRUE,TRUE,TRUE,"2019, October 23","Available. Released 2019, November 05",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)",Corning Gorilla Glass 6,,"Android 10, OxygenOS 10.0",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,256GB 12GB RAM,"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom
16 MP, f/2.2, 13mm (ultrawide), AF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.1, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass","Li-Po 4085 mAh, non-removable",30W wired,,Papaya Orange,HD1925,,,About 800 EUR,,,"1,622,091 hits",
101,OnePlus 7T Pro,TRUE,TRUE,TRUE,FALSE,"2019, October 10","Available. Released 2019, October 12",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)",Corning Gorilla Glass 5,,"Android 10, upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS
16 MP, f/2.2, 17mm (ultrawide), AF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass","Li-Po 4085 mAh, non-removable",30W wired,,"Haze Blue, McLaren Edition","HD1911, HD1913, HD1910",,,About 1030 EUR,"
AnTuTu: 395868 (v7), 493901 (v8)
GeekBench: 11246 (v4.4), 2803 (v5.1)
GFXBench: 24fps (ES 3.1 onscreen)",Endurance rating 100h,"3,286,973 hits",4.6
102,OnePlus 7T,TRUE,TRUE,TRUE,FALSE,"2019, September 26","Available. Released 2019, September 27",160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in),190 g (6.70 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.55 inches, 103.6 cm2 (~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,,"Android 10, upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855+ (7 nm),Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640 (700 MHz),No,"128GB 8GB RAM, 256GB 8GB RAM","48 MP, f/1.6, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
12 MP, f/2.2, 51mm (telephoto), 1.0µm, PDAF, 2x optical zoom
16 MP, f/2.2, 17mm (ultrawide), AF","Dual-LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS","16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass","Li-Po 3800 mAh, non-removable",30W wired,,"Frosted Silver, Glacier Blue, White","HD1901, HD1903, HD1900, HD1907, HD1905",,,"$ 258.50 / € 629.95 / ₹ 22,999","
AnTuTu: 391545 (v7), 485585 (v8)
GeekBench: 11394 (v4.4), 2858 (v5.1)
GFXBench: 41fps (ES 3.1 onscreen)",Endurance rating 90h,"4,562,518 hits",4.4
103,OnePlus 7 Pro 5G,TRUE,TRUE,TRUE,TRUE,"2019, May 14","Available. Released 2019, September 06",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.67 inches, 109.2 cm2 (~88.5% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~515 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
8 MP, f/2.4, 78mm (telephoto), 3x zoom, PDAF, OIS
16 MP, f/2.2, 13mm (ultrawide)","Dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",30W wired,,"Mirror Grey, Almond, Nebula Blue",GM1925,,,About 800 EUR,,,"1,263,136 hits",
104,OnePlus 7 Pro,TRUE,TRUE,TRUE,FALSE,"2019, May 14","Available. Released 2019, May 16",162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in),206 g (7.27 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"Fluid AMOLED, 90Hz, HDR10+","6.67 inches, 108.8 cm2 (~88.1% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)",Corning Gorilla Glass 5,,"Android 9.0 (Pie), upgradable to Android 12, OxygenOS 12.1",Qualcomm SM8150 Snapdragon 855 (7 nm),Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),Adreno 640,No,"128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS
16 MP, f/2.2, 17mm (ultrawide), AF","Dual-LED flash, panorama, HDR","4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera","Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm",Auto-HDR,"1080p@30fps, gyro-EIS","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a)",Yes,No,"USB Type-C 3.1, OTG","Fingerprint (under display, optical), accelerometer, gyro, compass","Li-Po 4000 mAh, non-removable",30W wired,,"Mirror Grey, Almond, Nebula Blue","GM1911, GM1913, GM1917, GM1910, GM1915",,,About 590 EUR,"
AnTuTu: 364025 (v7)
GeekBench: 10943 (v4.4), 2721 (v5.1)
GFXBench: 19fps (ES 3.1 onscreen)",Endurance rating 85h,"7,123,037 hits",4.4
